,temperature
1880,275.42358
1881,275.74203
1882,276.3779
1883,277.08228
1884,277.86993
1885,278.5394
1886,278.64877
1887,278.7882
1888,278.7738
1889,278.11978
1890,277.52518
1891,277.071
1892,276.5302
1893,276.12854
1894,275.68207
1895,275.429
1896,275.32095
1897,275.20422
1898,275.07126
1899,274.89365
1900,274.82047
1901,274.8523
1902,274.92136
1903,274.96356
1904,275.15665
1905,275.5622
1906,276.1961
1907,277.0369
1908,277.89664
1909,278.4918
1910,278.74557
1911,278.85947
1912,278.85
1913,278.27936
1914,277.75485
1915,277.3364
1916,276.802
1917,276.4146
1918,276.07632
1919,275.8989
1920,275.83395
1921,275.88943
1922,275.70718
1923,275.45538
1924,275.40967
1925,275.4395
1926,275.47314
1927,275.55115
1928,275.93082
1929,276.3261
1930,276.85645
1931,277.58014
1932,278.313
1933,278.98264
1934,279.17587
1935,279.30225
1936,279.32492
1937,278.8469
1938,278.46225
1939,278.20312
1940,277.8041
1941,277.51572
1942,277.25012
1943,277.0351
1944,277.0032
1945,276.49588
1946,276.23642
1947,275.90314
1948,275.74213
1949,275.71588
1950,275.7053
1951,275.64273
1952,275.77982
1953,276.04556
1954,276.61084
1955,277.3122
1956,278.07663
1957,278.7144
1958,278.8877
1959,279.00113
1960,278.99918
1961,278.45078
1962,277.92612
1963,277.6274
1964,277.2092
1965,276.96616
1966,276.66336
1967,276.45837
1968,276.40027
1969,276.3196
1970,276.119
1971,275.9354
1972,275.88525
1973,275.90805
1974,275.8701
1975,275.92374
1976,276.07913
1977,276.35068
1978,276.85736
1979,277.5565
1980,278.36197
1981,279.01025
1982,279.21414
1983,279.2376
1984,279.30048
1985,278.78238
1986,278.3188
1987,277.99
1988,277.5016
1989,277.2155
1990,276.8658
1991,276.60458
1992,276.6184
1993,276.34448
1994,276.03256
1995,275.81482
1996,275.78098
1997,275.8192
1998,275.92065
1999,275.87054
2000,275.98123
2001,276.23636
2002,276.76816
2003,277.44086
2004,278.12195
2005,278.7602
2006,278.92468
2007,279.02197
2008,279.0561
2009,278.66208
2010,278.27036
2011,277.9514
2012,277.65143
2013,277.53354
2014,277.2943
2015,277.0442
2016,276.96466
2017,277.10587
2018,276.95578
2019,276.66455
2020,276.64786
2021,276.6865
2022,276.63733
2023,276.4891
2024,276.7537
2025,277.03976
2026,277.40128
2027,278.0413
2028,278.55148
2029,279.08212
2030,279.20264
2031,279.29364
2032,279.25995
2033,278.803
2034,278.31155
2035,277.95352
2036,277.49402
2037,277.27316
2038,276.9331
2039,276.7355
2040,276.69632
2041,276.78183
2042,276.46524
2043,276.0959
2044,275.9173
2045,275.87604
2046,275.88516
2047,275.82626
2048,276.04617
2049,276.23685
2050,276.7144
2051,277.45358
2052,278.2072
2053,278.8015
2054,278.88345
2055,278.9894
2056,278.91095
2057,278.39703
2058,277.89706
2059,277.41443
2060,276.83722
2061,276.47934
2062,276.0428
2063,275.83347
2064,275.6667
2065,276.44385
2066,276.09033
2067,275.7894
2068,275.63492
2069,275.61044
2070,275.60056
2071,275.5674
2072,275.7358
2073,275.9842
2074,276.66098
2075,277.66248
2076,278.57562
2077,279.1982
2078,279.37158
2079,279.5016
2080,279.48563
2081,278.9324
2082,278.2953
2083,277.84537
2084,277.27823
2085,276.8654
2086,276.51306
2087,276.2842
2088,276.2075
2089,277.45502
2090,277.18808
2091,276.91476
2092,276.76312
2093,276.75046
2094,276.71155
2095,276.71603
2096,276.98642
2097,277.44302
2098,278.12634
2099,278.91812
2100,279.64886
2101,280.3354
2102,280.5187
2103,280.59714
2104,280.6415
2105,280.05347
2106,279.54208
2107,279.18326
2108,278.63303
2109,278.2379
2110,277.8296
2111,277.5865
2112,277.46225
2113,278.43286
2114,278.1794
2115,277.92584
2116,277.81134
2117,277.8021
2118,277.7806
2119,277.80032
2120,278.1181
2121,278.56955
2122,279.2797
2123,280.02948
2124,280.77377
2125,281.4557
2126,281.5792
2127,281.7073
2128,281.72476
2129,281.1469
2130,280.59784
2131,280.15884
2132,279.6047
2133,279.19986
2134,278.788
2135,278.5477
2136,278.43753
2137,278.54218
2138,278.28983
2139,278.01688
2140,277.8794
2141,277.88525
2142,277.92706
2143,277.9342
2144,278.25476
2145,278.6572
2146,279.34363
2147,280.11142
2148,280.87225
2149,281.6128
2150,281.75388
2151,281.875
2152,281.8533
2153,281.2329
2154,280.70557
2155,280.2515
2156,279.68195
2157,279.24924
2158,280.06183
2159,279.76758
2160,279.64413
2161,278.68253
2162,278.4711
2163,278.1606
2164,278.0098
2165,277.92044
2166,277.8719
2167,277.88104
2168,278.2228
2169,278.68945
2170,279.44583
2171,280.2725
2172,281.08212
2173,281.74213
2174,281.93176
2175,282.02475
2176,282.08978
2177,281.549
2178,280.99615
2179,280.62436
2180,280.1
2181,279.70853
2182,277.11948
2183,276.7611
2184,276.56693
2185,279.22412
2186,279.02457
2187,278.72604
2188,278.57812
2189,278.49832
2190,278.44455
2191,278.41208
2192,278.72833
2193,279.2851
2194,280.1141
2195,280.93756
2196,281.7062
2197,282.41806
2198,282.61865
2199,282.7108
2200,282.6732
2201,281.98825
2202,281.40778
2203,280.87836
2204,280.25308
2205,279.7524
2206,279.24332
2207,279.03174
2208,278.80167
2209,279.7137
2210,279.4819
2211,279.14688
2212,279.04248
2213,279.05783
2214,279.07327
2215,279.1476
2216,279.64478
2217,280.2856
2218,281.19266
2219,281.9777
2220,282.74896
2221,283.44098
2222,283.63657
2223,283.77197
2224,283.77737
2225,283.24615
2226,282.7967
2227,282.32364
2228,281.70596
2229,281.24316
2230,280.721
2231,280.4702
2232,280.32678
2233,280.21915
2234,279.97906
2235,279.78793
2236,279.69278
2237,279.69968
2238,279.728
2239,279.75308
2240,280.14633
2241,280.7208
2242,281.53088
2243,282.26306
2244,283.06223
2245,283.7108
2246,283.85715
2247,283.96988
2248,284.01147
2249,283.38678
2250,282.88004
2251,282.3761
2252,281.8478
2253,281.3907
2254,280.85495
2255,280.53198
2256,280.30365
2257,279.83533
2258,279.54947
2259,279.28726
2260,279.14395
2261,279.1561
2262,279.11816
2263,279.17078
2264,279.6202
2265,280.2687
2266,281.16473
2267,281.95078
2268,282.6411
2269,283.31256
2270,283.49615
2271,283.5348
2272,283.4942
2273,282.9982
2274,282.47614
2275,282.05676
2276,281.55188
2277,281.1633
2278,280.74033
2279,280.48267
2280,280.35214
2281,279.09485
2282,278.8076
2283,278.48163
2284,278.36984
2285,278.39523
2286,278.4446
2287,278.49692
2288,278.97534
2289,279.59503
2290,280.33707
2291,281.08105
2292,281.8647
2293,282.52045
2294,282.69455
2295,282.7771
2296,282.80704
2297,282.29224
2298,281.7696
2299,281.31464
2300,280.72318
2301,280.306
2302,279.76666
2303,279.44907
2304,279.26743
2305,278.90976
2306,278.59464
2307,278.31903
2308,278.18924
2309,278.17798
2310,278.15005
2311,278.1997
2312,278.6003
2313,279.1754
2314,279.96704
2315,280.79446
2316,281.63544
2317,282.32617
2318,282.54758
2319,282.70026
2320,282.66846
2321,282.0008
2322,281.35596
2323,280.7965
2324,280.15622
2325,279.6618
2326,279.13928
2327,278.84427
2328,278.62744
2329,278.69528
2330,278.47086
2331,278.19922
2332,278.077
2333,278.19748
2334,278.1922
2335,278.25513
2336,278.72693
2337,279.32202
2338,280.16943
2339,280.99637
2340,281.8108
2341,282.46887
2342,282.67822
2343,282.84946
2344,282.81006
2345,282.23517
2346,281.73315
2347,281.27167
2348,280.71228
2349,280.29053
2350,279.8186
2351,279.55338
2352,279.39307
2353,278.96204
2354,278.7767
2355,278.56897
2356,278.42087
2357,278.4198
2358,278.4227
2359,278.43295
2360,278.6826
2361,279.23553
2362,280.06714
2363,280.83676
2364,281.72455
2365,282.38898
2366,282.56842
2367,282.7257
2368,282.63635
2369,281.99973
2370,281.3899
2371,280.93628
2372,280.3452
2373,279.9591
2374,279.55984
2375,279.22842
2376,279.06943
2377,278.9267
2378,278.70755
2379,278.52164
2380,278.4377
2381,278.39615
2382,278.37085
2383,278.40582
2384,278.83987
2385,279.30127
2386,280.0831
2387,280.9203
2388,281.8296
2389,282.46286
2390,282.64258
2391,282.83408
2392,282.81332
2393,282.26025
2394,281.66
2395,281.13403
2396,280.45648
2397,280.08307
2398,279.60016
2399,279.30264
2400,279.09518
2401,278.57092
2402,278.33252
2403,277.9761
2404,277.84357
2405,277.873
2406,277.8947
2407,277.85477
2408,278.27277
2409,278.90646
2410,279.8128
2411,280.7584
2412,281.55777
2413,282.1869
2414,282.37146
2415,282.54764
2416,282.47836
2417,281.87613
2418,281.34613
2419,280.86536
2420,280.33304
2421,279.88144
2422,279.38812
2423,279.08987
2424,278.91177
2425,277.81213
2426,277.5858
2427,277.3476
2428,277.23752
2429,277.3462
2430,277.405
2431,277.45383
2432,277.89963
2433,278.45355
2434,279.23993
2435,279.78683
2436,280.54956
2437,281.25204
2438,281.40884
2439,281.56528
2440,281.5301
2441,281.02225
2442,280.5409
2443,280.29263
2444,279.8265
2445,279.5742
2446,279.0993
2447,278.80502
2448,278.72235
2449,276.44125
2450,276.20587
2451,275.931
2452,275.83978
2453,275.88675
2454,275.9447
2455,275.92117
2456,276.22205
2457,276.69287
2458,277.44293
2459,277.8614
2460,278.55634
2461,279.14218
2462,279.30188
2463,279.44513
2464,279.36108
2465,278.8962
2466,278.56863
2467,278.19122
2468,277.6522
2469,277.36078
2470,276.93457
2471,276.71155
2472,276.5487
2473,276.14694
2474,275.83325
2475,275.40543
2476,275.20883
2477,275.11255
2478,275.01062
2479,275.102
2480,275.4866
2481,275.93124
2482,276.67352
2483,277.3659
2484,278.20834
2485,279.0677
2486,279.3283
2487,279.41333
2488,279.37646
2489,278.74667
2490,278.12186
2491,277.60352
2492,276.95087
2493,276.346
2494,275.6741
2495,275.3768
2496,275.17444
2497,275.65717
2498,275.35208
2499,275.03818
2500,274.94217
2501,274.94156
2502,274.97803
2503,275.05728
2504,275.5858
2505,276.25446
2506,277.26135
2507,278.33737
2508,279.3852
2509,280.23145
2510,280.5263
2511,280.71866
2512,280.70496
2513,280.04846
2514,279.47012
2515,278.95822
2516,278.3642
2517,277.9357
2518,277.41467
2519,277.06235
2520,276.7783
2521,277.87585
2522,277.61612
2523,277.30417
2524,277.16608
2525,277.08728
2526,277.1147
2527,277.25937
2528,277.86725
2529,278.59738
2530,279.62515
2531,280.49765
2532,281.47937
2533,282.274
2534,282.48306
2535,282.65497
2536,282.67792
2537,281.99893
2538,281.35065
2539,280.61008
2540,279.9746
2541,279.39807
2542,278.8292
2543,278.56314
2544,278.26157
2545,279.10025
2546,278.80777
2547,278.45282
2548,278.29477
2549,278.3348
2550,278.37378
2551,278.4211
2552,279.05435
2553,279.8745
2554,281.14554
2555,282.25446
2556,283.17828
2557,283.97083
2558,284.19553
2559,284.29672
2560,284.23166
2561,283.58133
2562,282.82907
2563,282.1454
2564,281.2625
2565,280.56616
2566,279.93506
2567,279.52704
2568,279.28226
2569,280.15585
2570,279.92886
2571,279.6633
2572,279.58447
2573,279.60956
2574,279.61496
2575,279.79492
2576,280.65576
2577,281.59384
2578,282.89307
2579,283.83527
2580,284.85922
2581,285.60422
2582,285.76263
2583,285.89954
2584,285.93344
2585,285.32047
2586,284.6926
2587,284.0527
2588,283.2269
2589,282.52072
2590,281.87766
2591,281.49762
2592,281.18277
2593,280.28067
2594,279.97412
2595,279.65402
2596,279.53403
2597,279.54703
2598,279.55295
2599,279.66638
2600,280.49573
2601,281.46735
2602,282.84164
2603,283.921
2604,284.9871
2605,285.63528
2606,286.00974
2607,286.15973
2608,286.28778
2609,285.6097
2610,284.90286
2611,284.1891
2612,283.41766
2613,282.789
2614,282.1984
2615,281.86224
2616,281.58234
2617,280.12213
2618,279.86255
2619,279.5528
2620,279.5119
2621,279.54178
2622,279.5887
2623,279.68793
2624,280.4234
2625,281.40195
2626,282.79016
2627,284.02142
2628,285.22598
2629,286.2148
2630,286.57608
2631,286.73993
2632,286.7122
2633,285.88913
2634,284.9667
2635,284.15347
2636,283.26227
2637,282.53354
2638,281.88196
2639,281.4855
2640,281.0684
2641,280.0981
2642,279.8558
2643,279.5536
2644,279.382
2645,279.3566
2646,279.33438
2647,279.39124
2648,280.2021
2649,281.22147
2650,282.68332
2651,283.82977
2652,284.8543
2653,285.7075
2654,285.96588
2655,286.05133
2656,285.98257
2657,285.11697
2658,284.37863
2659,283.66342
2660,282.81216
2661,282.11832
2662,281.50137
2663,281.13498
2664,280.78824
2665,280.33817
2666,280.08615
2667,279.7706
2668,279.63916
2669,279.6358
2670,279.67953
2671,279.80194
2672,280.68665
2673,281.6597
2674,283.0845
2675,284.14215
2676,285.16714
2677,286.06787
2678,286.31055
2679,286.4675
2680,286.3937
2681,285.65002
2682,284.94992
2683,284.23236
2684,283.41418
2685,282.70917
2686,282.07532
2687,281.73633
2688,281.45697
2689,280.69598
2690,280.41336
2691,280.07767
2692,279.9279
2693,279.90933
2694,279.92456
2695,280.03598
2696,280.88358
2697,281.9061
2698,283.3745
2699,284.51337
2700,285.62082
2701,286.48212
2702,286.84122
2703,287.0841
2704,287.02316
2705,286.20422
2706,285.32394
2707,284.53003
2708,283.6356
2709,282.8779
2710,282.17776
2711,281.85724
2712,281.56528
2713,280.7892
2714,280.53824
2715,280.22852
2716,280.11902
2717,280.1353
2718,280.11768
2719,280.23276
2720,281.0047
2721,281.98663
2722,283.41092
2723,284.6992
2724,285.9552
2725,286.7052
2726,286.99014
2727,287.08856
2728,287.0874
2729,286.34393
2730,285.42682
2731,284.6346
2732,283.73172
2733,283.02344
2734,282.38544
2735,282.03238
2736,281.71613
2737,280.7912
2738,280.52155
2739,280.17368
2740,280.03577
2741,280.00052
2742,279.98834
2743,280.119
2744,280.94873
2745,281.8794
2746,283.24677
2747,284.37354
2748,285.4418
2749,286.26422
2750,286.4779
2751,286.66135
2752,286.71918
2753,285.9105
2754,285.12534
2755,284.47375
2756,283.71515
2757,283.05368
2758,282.48734
2759,282.21408
2760,282.03375
2761,280.87125
2762,280.6277
2763,280.3397
2764,280.18933
2765,280.14557
2766,280.20685
2767,280.2464
2768,280.94504
2769,281.8273
2770,283.06857
2771,284.09232
2772,285.09058
2773,285.9116
2774,286.08453
2775,286.2406
2776,286.1892
2777,285.50174
2778,284.82986
2779,284.22604
2780,283.5437
2781,282.95667
2782,282.40637
2783,282.10654
2784,281.84906
2785,279.9041
2786,279.59537
2787,279.2893
2788,279.17456
2789,279.1852
2790,279.11273
2791,279.22925
2792,279.8166
2793,280.67233
2794,281.8926
2795,282.94962
2796,283.9456
2797,284.7136
2798,284.92035
2799,285.0643
2800,285.0401
2801,284.34976
2802,283.67017
2803,283.0289
2804,282.26404
2805,281.7045
2806,281.15814
2807,280.84946
2808,280.66302
2809,279.1786
2810,278.89822
2811,278.65683
2812,278.53824
2813,278.5194
2814,278.49384
2815,278.5268
2816,279.15735
2817,279.9326
2818,281.16638
2819,282.3129
2820,283.35287
2821,284.11276
2822,284.32513
2823,284.49533
2824,284.4191
2825,283.8014
2826,283.1147
2827,282.4129
2828,281.57245
2829,280.92856
2830,281.2984
2831,281.00125
2832,280.7788
2833,279.32135
2834,279.06503
2835,278.7715
2836,278.69254
2837,278.7185
2838,278.75305
2839,278.71817
2840,279.23715
2841,280.21664
2842,281.59622
2843,282.71274
2844,283.68927
2845,284.40387
2846,284.61002
2847,284.72397
2848,284.70816
2849,284.11252
2850,283.442
2851,282.6999
2852,281.87076
2853,281.23843
2854,280.2518
2855,279.80634
2856,279.4587
2857,279.40155
2858,279.14984
2859,278.86005
2860,278.81458
2861,278.8016
2862,278.8071
2863,278.7981
2864,279.43652
2865,280.40726
2866,281.78983
2867,282.86655
2868,283.88672
2869,284.57114
2870,284.8963
2871,285.07504
2872,285.03717
2873,284.2799
2874,283.57697
2875,282.84332
2876,281.9717
2877,281.37808
2878,280.77972
2879,280.3959
2880,280.09546
2881,279.4278
2882,279.11963
2883,278.76788
2884,278.66394
2885,278.62607
2886,278.6429
2887,278.79443
2888,279.68503
2889,280.7163
2890,282.08002
2891,283.22348
2892,284.28955
2893,285.1869
2894,285.4388
2895,285.66672
2896,285.55344
2897,284.77567
2898,283.9751
2899,283.25436
2900,282.3278
2901,281.62006
2902,280.9603
2903,280.59503
2904,280.25735
2905,279.44608
2906,279.20398
2907,278.87228
2908,278.72406
2909,278.73657
2910,278.7843
2911,278.8528
2912,279.6746
2913,280.69736
2914,282.08954
2915,283.1551
2916,284.19086
2917,284.97528
2918,285.10532
2919,285.1393
2920,285.1814
2921,284.57047
2922,283.89304
2923,283.16483
2924,282.28653
2925,281.58035
2926,280.85883
2927,280.4573
2928,280.0936
2929,279.18558
2930,278.90662
2931,278.58267
2932,278.42
2933,278.44046
2934,278.44574
2935,278.5826
2936,279.41754
2937,280.42697
2938,281.76605
2939,282.85532
2940,283.86554
2941,284.72226
2942,284.97107
2943,285.09872
2944,285.06107
2945,284.29303
2946,283.51456
2947,282.80185
2948,281.93896
2949,281.3081
2950,280.72385
2951,280.3315
2952,280.02164
2953,278.54584
2954,278.3133
2955,278.06073
2956,277.98367
2957,278.02222
2958,278.027
2959,278.0858
2960,278.76273
2961,279.70767
2962,281.02136
2963,282.05283
2964,283.14908
2965,283.9828
2966,284.2085
2967,284.38434
2968,284.31378
2969,283.59375
2970,282.8286
2971,282.11545
2972,281.25128
2973,280.63727
2974,280.00406
2975,279.6788
2976,279.403
2977,278.4141
2978,278.1487
2979,277.90872
2980,277.8216
2981,277.78073
2982,277.7783
2983,277.88474
2984,278.55713
2985,279.447
2986,280.7277
2987,281.74023
2988,282.78455
2989,283.57785
2990,283.7934
2991,283.9753
2992,283.90875
2993,283.19058
2994,282.50568
2995,281.79868
2996,281.03403
2997,280.52325
2998,279.98892
2999,279.7061
3000,279.4127
3001,278.9022
3002,278.66718
3003,278.47577
3004,278.45154
3005,278.4396
3006,278.4918
3007,278.5082
3008,278.95618
3009,279.7614
3010,281.0621
3011,282.03815
3012,282.98383
3013,283.74985
3014,283.99527
3015,284.1545
3016,284.126
3017,283.35266
3018,282.6733
3019,282.03174
3020,281.3036
3021,280.7514
3022,280.19168
3023,279.87704
3024,279.70264
3025,278.94318
3026,278.69394
3027,278.4473
3028,278.35254
3029,278.20255
3030,278.26724
3031,278.3032
3032,278.66254
3033,279.56088
3034,280.82462
3035,281.95377
3036,282.9906
3037,283.78442
3038,284.06653
3039,284.22623
3040,284.18478
3041,283.4774
3042,282.7712
3043,282.03723
3044,281.1889
3045,280.52316
3046,279.91544
3047,279.5558
3048,279.26462
3049,278.76846
3050,278.5176
3051,278.30487
3052,278.215
3053,278.25784
3054,278.18933
3055,278.26273
3056,278.7302
3057,279.70038
3058,281.07913
3059,282.26196
3060,283.28558
3061,284.05084
3062,284.24475
3063,284.4296
3064,284.34677
3065,283.7416
3066,283.00797
3067,282.25354
3068,281.33698
3069,280.56396
3070,279.95264
3071,279.5516
3072,279.16812
3073,279.21387
3074,278.90854
3075,278.6263
3076,278.47232
3077,278.45523
3078,278.47012
3079,278.5678
3080,279.48523
3081,280.51443
3082,282.0214
3083,283.09686
3084,283.9214
3085,284.63962
3086,284.84506
3087,284.90198
3088,285.00873
3089,284.3638
3090,283.6572
3091,282.95703
3092,282.07642
3093,281.3066
3094,280.61954
3095,280.2154
3096,279.84888
3097,279.55017
3098,279.23322
3099,278.88663
3100,278.73547
3101,278.6864
3102,278.66873
3103,278.82672
3104,279.6915
3105,280.75827
3106,282.18427
3107,283.19547
3108,284.14914
3109,284.87817
3110,285.1626
3111,285.31927
3112,285.26852
3113,284.5946
3114,283.90286
3115,283.2284
3116,282.33676
3117,281.56985
3118,280.89157
3119,280.4874
3120,280.0862
3121,280.0294
3122,279.75812
3123,279.4118
3124,279.27435
3125,279.2759
3126,279.3118
3127,279.38632
3128,280.2248
3129,281.21786
3130,282.54797
3131,283.55994
3132,284.50876
3133,285.3229
3134,285.53094
3135,285.69016
3136,285.6854
3137,284.93024
3138,284.2469
3139,283.50302
3140,282.5561
3141,281.81287
3142,281.15723
3143,280.71915
3144,280.33975
3145,280.042
3146,279.72858
3147,279.4179
3148,279.261
3149,279.23123
3150,279.2324
3151,279.292
3152,280.15372
3153,281.1828
3154,282.49518
3155,283.46124
3156,284.426
3157,285.20032
3158,285.45578
3159,285.64664
3160,285.64767
3161,284.89453
3162,284.22012
3163,283.56287
3164,282.74054
3165,282.0441
3166,281.3976
3167,281.00137
3168,280.65628
3169,280.54517
3170,280.26117
3171,279.92398
3172,279.7779
3173,279.73273
3174,279.74036
3175,279.75223
3176,280.50165
3177,281.4752
3178,282.70453
3179,283.72406
3180,284.57806
3181,285.3494
3182,285.56802
3183,285.65765
3184,285.65515
3185,285.01547
3186,284.302
3187,283.618
3188,282.7644
3189,282.0607
3190,281.35757
3191,280.91678
3192,280.50293
3193,280.32224
3194,280.0439
3195,279.70636
3196,279.5632
3197,279.55118
3198,279.56186
3199,279.64307
3200,280.5584
3201,281.55566
3202,282.831
3203,283.77295
3204,284.64536
3205,285.36707
3206,285.55597
3207,285.64404
3208,285.68372
3209,285.11786
3210,284.40295
3211,283.76752
3212,282.90076
3213,282.1434
3214,281.4443
3215,281.0374
3216,280.70596
3217,280.70056
3218,280.40085
3219,280.02267
3220,279.8702
3221,279.8958
3222,279.88498
3223,279.98438
3224,280.84045
3225,281.79996
3226,283.0908
3227,284.1179
3228,284.96948
3229,285.70068
3230,285.88983
3231,286.05194
3232,285.9941
3233,285.33673
3234,284.74985
3235,284.07172
3236,283.17014
3237,282.40967
3238,281.7638
3239,281.3572
3240,280.9713
3241,280.75098
3242,280.4689
3243,280.138
3244,279.99207
3245,279.98358
3246,280.0159
3247,280.0295
3248,280.84488
3249,281.8332
3250,283.1309
3251,284.06363
3252,284.9639
3253,285.72043
3254,285.9297
3255,286.04782
3256,286.0536
3257,285.48657
3258,284.84595
3259,284.17825
3260,283.32492
3261,282.5821
3262,281.95215
3263,281.55612
3264,281.21832
3265,280.52975
3266,280.23785
3267,279.91586
3268,279.78125
3269,279.78052
3270,279.77103
3271,279.8195
3272,280.50342
3273,281.41098
3274,282.72794
3275,283.7086
3276,284.6474
3277,285.40115
3278,285.6345
3279,285.84402
3280,285.7688
3281,285.1188
3282,284.4887
3283,283.80124
3284,282.93018
3285,282.16254
3286,281.40277
3287,280.99057
3288,280.60764
3289,279.65448
3290,279.3921
3291,279.05484
3292,278.9428
3293,278.9315
3294,278.9837
3295,279.07422
3296,280.0248
3297,281.05173
3298,282.5254
3299,283.58115
3300,284.4691
3301,285.20367
3302,285.32758
3303,285.43378
3304,285.42657
3305,284.92682
3306,284.17953
3307,283.54605
3308,282.69272
3309,281.86194
3310,281.08466
3311,280.70493
3312,280.29407
3313,279.37515
3314,279.14078
3315,278.8586
3316,278.76025
3317,278.7968
3318,278.87845
3319,278.9967
3320,279.9545
3321,281.00256
3322,282.48782
3323,283.63885
3324,284.6709
3325,285.43454
3326,285.619
3327,285.70926
3328,285.76544
3329,285.17767
3330,284.43204
3331,283.70786
3332,282.7764
3333,281.88342
3334,281.09863
3335,280.64587
3336,280.219
3337,279.50842
3338,279.2334
3339,278.96872
3340,278.8444
3341,278.85287
3342,279.00226
3343,279.18204
3344,280.27783
3345,281.59656
3346,283.14835
3347,284.33517
3348,285.49948
3349,286.01117
3350,286.1667
3351,286.25473
3352,286.3051
3353,285.76965
3354,285.20236
3355,284.48083
3356,283.32523
3357,282.4696
3358,281.78348
3359,281.32788
3360,280.95908
3361,279.70532
3362,279.40143
3363,279.19138
3364,279.13657
3365,279.2197
3366,279.34805
3367,279.47
3368,280.53552
3369,281.7616
3370,283.43945
3371,284.61414
3372,285.4931
3373,286.14273
3374,286.35434
3375,286.29745
3376,286.29404
3377,286.01328
3378,285.4713
3379,284.5646
3380,283.6142
3381,282.80408
3382,282.09186
3383,281.63522
3384,281.2137
3385,279.88934
3386,279.663
3387,279.39914
3388,279.31857
3389,279.3754
3390,279.55756
3391,279.5707
3392,280.58884
3393,281.9207
3394,283.64667
3395,284.80768
3396,285.65402
3397,286.0486
3398,286.1058
3399,286.14017
3400,286.19864
3401,285.98715
3402,285.5674
3403,284.91937
3404,283.90436
3405,282.98224
3406,282.19824
3407,281.75568
3408,281.36948
3409,279.92725
3410,279.6613
3411,279.36523
3412,279.25018
3413,279.24884
3414,279.3375
3415,279.5311
3416,280.68555
3417,281.9619
3418,283.60748
3419,284.77444
3420,285.45605
3421,285.74396
3422,285.70276
3423,285.84387
3424,285.8784
3425,285.56082
3426,285.50513
3427,284.92584
3428,283.99353
3429,282.99368
3430,282.24753
3431,281.76025
3432,281.32547
3433,279.75717
3434,279.467
3435,279.16132
3436,279.0125
3437,279.04547
3438,279.1143
3439,279.40155
3440,280.6641
3441,282.01923
3442,283.68018
3443,284.77692
3444,285.18698
3445,285.65765
3446,285.7798
3447,285.90042
3448,285.92178
3449,285.64236
3450,285.3717
3451,284.93604
3452,284.00372
3453,282.99753
3454,282.13617
3455,281.6966
3456,281.2759
3457,279.55322
3458,279.24127
3459,278.9294
3460,278.81195
3461,278.8023
3462,278.87814
3463,279.1294
3464,280.48352
3465,281.91852
3466,283.54675
3467,284.7086
3468,285.43518
3469,286.05176
3470,286.1066
3471,286.20584
3472,286.2568
3473,285.89777
3474,285.4401
3475,284.82437
3476,283.8159
3477,282.76605
3478,281.93994
3479,281.5316
3480,281.08057
3481,279.56754
3482,279.27936
3483,278.9851
3484,278.8666
3485,278.87042
3486,278.94482
3487,279.18958
3488,280.48416
3489,281.85352
3490,283.49512
3491,284.62033
3492,284.98077
3493,285.38165
3494,285.4549
3495,285.6724
3496,285.57938
3497,285.2287
3498,284.7717
3499,284.50296
3500,283.72797
3501,282.67944
3502,281.92035
3503,281.4168
3504,280.9757
3505,279.84848
3506,279.52948
3507,279.2318
3508,279.08957
3509,279.09314
3510,279.15912
3511,279.44818
3512,280.7695
3513,282.0138
3514,283.46716
3515,284.39932
3516,285.20297
3517,285.96298
3518,286.18793
3519,286.32254
3520,286.32214
3521,285.68478
3522,285.29425
3523,284.838
3524,283.79663
3525,282.7938
3526,282.05365
3527,281.56866
3528,281.21783
3529,280.2634
3530,279.96167
3531,279.6672
3532,279.57315
3533,279.5949
3534,279.65735
3535,280.01465
3536,281.28857
3537,282.53265
3538,284.38608
3539,285.5358
3540,286.16812
3541,286.7246
3542,286.90884
3543,287.084
3544,287.13412
3545,286.8506
3546,286.4736
3547,285.74777
3548,284.67233
3549,283.5634
3550,282.7521
3551,282.27597
3552,281.86426
3553,280.7226
3554,280.43567
3555,280.09247
3556,280.00818
3557,279.9918
3558,280.03104
3559,280.39633
3560,281.63074
3561,283.0677
3562,285.0266
3563,286.44498
3564,287.344
3565,288.30664
3566,288.74817
3567,289.077
3568,288.84842
3569,287.95328
3570,287.34665
3571,286.55386
3572,285.24292
3573,284.05978
3574,283.36438
3575,282.9126
3576,282.46854
3577,280.61108
3578,280.34366
3579,280.0486
3580,279.94254
3581,279.93384
3582,280.0287
3583,280.36282
3584,281.58902
3585,283.14407
3586,285.0261
3587,286.4849
3588,287.40775
3589,288.27255
3590,288.6355
3591,288.8308
3592,288.6775
3593,287.91187
3594,287.2989
3595,286.65442
3596,285.50504
3597,284.3532
3598,283.5327
3599,283.0852
3600,282.6757
3601,280.56152
3602,280.2813
3603,280.00516
3604,279.93295
3605,279.97855
3606,280.05112
3607,280.3629
3608,281.4448
3609,282.58682
3610,284.2655
3611,285.66156
3612,286.73227
3613,287.62476
3614,287.9813
3615,288.18515
3616,288.15823
3617,287.33493
3618,286.56784
3619,285.82895
3620,284.76575
3621,283.82828
3622,283.111
3623,282.61658
3624,282.17175
3625,280.4355
3626,280.15326
3627,279.847
3628,279.7098
3629,279.72647
3630,279.78787
3631,280.1447
3632,281.23254
3633,282.329
3634,283.8927
3635,285.12527
